rank,company_id,company_name,website,source,final_score,confidence,final_stage,fit_label,best_contact_persona,personalized_hook,suggested_discovery_question,top_positive_signals,top_negative_signals,likely_pain_points,disqualifiers,manual_review_required,important_urls,homepage_url,careers_url,docs_url,status_url,github_url,blog_or_changelog_url
27,consu-45a76ca4-base44-app,Consu,https://consu-45a76ca4.base44.app,cmu,45,medium,premium,skip,,,,Consu provides parking solutions leveraging AI and real-time data.,No substantive API documentation or operational support system present.,Need for robust API and integration capabilities for efficient operations; Lack of documentation can lead to challenges in setup and use,No on-call or substantive docs present,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://consu-45a76ca4.base44.app"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": false}, {""url"": ""https://consu-45a76ca4.base44.app/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://consu-45a76ca4.base44.app/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://consu-45a76ca4.base44.app/docs"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://consu-45a76ca4.base44.app/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}]",https://consu-45a76ca4.base44.app,https://consu-45a76ca4.base44.app/careers,https://consu-45a76ca4.base44.app/docs,https://consu-45a76ca4.base44.app/status,,https://consu-45a76ca4.base44.app/blog
28,alphanso-ai,Alphanso AI,https://alphanso.ai,cmu,45,medium,premium,skip,,,,Alphanso AI leverages proprietary AI technology to enhance analysis and uncover financial opportunities.,"Alphanso AI lacks public API documentation, webhooks, or significant integration capabilities relevant for production-critical software environments.; The platform is primarily consumer-focused, oriented towards personal financial management rather than broader software development needs.",Need for integration with existing software platforms.; Lack of automation in incident management for financial services.,Pre-launch with no product surface; Pure consumer app with no production complexity narrative,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://alphanso.ai"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://alphanso.ai/blogs"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alphanso.ai/case-studies/laid-off-meta-h1b-financial-plan-60-days"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alphanso.ai/features/estate-planning"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alphanso.ai/features/goal-planning"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alphanso.ai/features/investment"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alphanso.ai/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://alphanso.ai/team"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://alphanso.ai,,,,,
29,marinusanalytics-com,Marinus Analytics,https://www.marinusanalytics.com,cmu,45,high,premium,strong_candidate,,,,Marinus Analytics develops AI tools for identifying and countering human trafficking.,Lacks production-critical software signals such as public APIs or SRE hiring indications.; No mention of on-call processes or backend/platform hiring needs.; No substantive developer documentation available.,Need for effective tools to combat human trafficking; Enhancing data-driven decision-making for impact organizations,"No public APIs, webhooks, or production-critical signals identified; Focused on social impact, lacking production complexity narrative",false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.marinusanalytics.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.marinusanalytics.com/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": true}, {""url"": ""https://www.marinusanalytics.com/blogs/2025/11/10/marinus-analytics-at-the-just-conference-2025"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.marinusanalytics.com/blogs/2025/11/11/marinus-analytics-supports-nationwide-human-trafficking-operation"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.marinusanalytics.com/blogs/2025/11/12/9brzvup2lo3w0b2v9yiy9tlzm0gm2b"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.marinusanalytics.com/blogs/2025/12/10/using-modern-technology-to-counter-human-trafficking"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.marinusanalytics.com/blogs/2025/9/17/marinus-analytics-at-the-iii-international-congress-on-human-trafficking-in-madrid"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.marinusanalytics.com/blogs/2025/9/19/honored-to-be-part-of-iahti-2025"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.marinusanalytics.com/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}]",https://www.marinusanalytics.com,https://www.marinusanalytics.com/careers,,,,https://www.marinusanalytics.com/blog
30,solstis-ai,Solstis Inc.,https://solstis.ai,cmu,45,medium,premium,skip,,,What operational challenges do you anticipate once Solstis AI products are launched?,"Solstis is focusing on building AI agents for operational and financial workflows, suggesting potential future B2B engagements.; Mention of AI integrations implies potential future need for operational reliability tools.",The company is pre-launch and lacks an operational product.,Lack of an active product offering; Need for operational and financial workflow solutions,Pre-launch with no product surface; Lack of operational complexity or production critical software as currently it is pre-launch,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.tensol.ai/"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.tensol.ai/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.tensol.ai/,,,,,
31,none,Lipsy,https://none,cmu,45,medium,premium,skip,,,,"Lipsy offers a clinically reliable and comfortable design for seizure detection, making it accessible and empowering for individuals with epilepsy.",Lipsy's focus on hardware and lack of software operations alignment disqualifies them from Emergent Delta's ideal customer profile.,No evidence of established incident response or on-call systems affecting reliability.,Hardware/biotech focus with minimal software exposure; Lack of developer documentation and visible operations team,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://none"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: [Errno 8] nodename nor servname provided, or not known)"", ""used_in_reasoning"": false}]",,,,,,
32,shopthru-ai,Shopthru.ai,https://www.shopthru.ai,cmu,45,high,premium,skip,,,,"Focus on AI-driven optimization for DTC brands, indicating potential interest in sophisticated automation solutions.",Insufficient evidence regarding production-critical software documentation and capabilities.; API developer documentation not clearly substantiated.,Inadequate visibility and optimization in AI shopping platforms; Challenges in effectively integrating across varied AI channels; Need for robust on-call reliability and incident response processes,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://shopthru.ai/"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://shopthru.ai/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shopthru.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://shopthru.ai/careers"", ""source_type"": ""careers"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://shopthru.ai/changelog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shopthru.ai/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shopthru.ai/product"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://shopthru.ai/team"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://shopthru.ai/,https://shopthru.ai/careers,https://shopthru.ai/,,,https://shopthru.ai/blog
33,thursdaythriftclub-com,Thursday Thrift,https://thursdaythriftclub.com,cmu,42,medium,premium,skip,,,,Thursday Thrift offers a SaaS platform aimed at professional sellers.; The platform includes a web-based dashboard for managing inventory and sales.,"The company is in a pre-launch phase without evidence of a live, production-critical service.; The focus on a TikTok-style B2C marketplace suggests consumer orientation.",Managing inventory and operational costs in a pre-launch B2B marketplace platform,Pre-launch with no product surface; Pure consumer app with no production complexity narrative,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://thursdaythriftclub.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://thursdaythriftclub.com/terms-of-service.html"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}]",https://thursdaythriftclub.com,,,,,
34,programmingforlovers-com,Programming for Lovers,https://programmingforlovers.com,cmu,40,low,premium,skip,,,,,Focus on EdTech industry.; Does not provide API or operational documentation.,Lack of production-critical applications; Need for integration with B2B software; Competing with more established EdTech platforms,Pre-launch with no product surface; Pure consumer app with no production complexity narrative,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://programmingforlovers.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: HTTP 403)"", ""used_in_reasoning"": false}]",,,,,,
35,kloopify-com,Kloopify,https://www.kloopify.com,cmu,40,medium,premium,skip,,,,AI-driven procurement platform providing SKU-level cost and sustainability analytics.,Lacks public API documentation and robust on-call support.,Need for robust API integration to facilitate procurement data analysis,Lacks public API documentation; No on-call or reliability language,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.kloopify.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.kloopify.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.kloopify.com/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.kloopify.com,,,,,
36,kangacode-ai,KangaCode,https://kangacode.ai,cmu,40,medium,premium,skip,,,,Edtech platform targeting K-12 learners using Python.; AI-powered and gamifies the learning experience.,"Focuses entirely on consumer-oriented educational experiences.; No evidence of offering APIs, integrations, or on-call reliability services.",Limited scalability to support enterprise-level clients.; Potential challenges in integrating with wider educational tech infrastructures.,Pure consumer app with no production complexity narrative.,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.kangacode.ai/us"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.kangacode.ai/us/about"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.kangacode.ai/us/blog"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.kangacode.ai/us/contact"", ""source_type"": ""fallback_page"", ""why_important"": """", ""used_in_reasoning"": true}]",https://www.kangacode.ai/us,,,,,
37,basiliskrobotics-com,Basilisk Robotics,https://www.basiliskrobotics.com,cmu,40,high,premium,skip,,,,Utilizes advanced machine learning.; Focus on eco-friendly and efficient maritime solutions.,Heavily hardware-oriented with limited software operations documentation.; No substantive API or developer-centric documentation available.,Lack of integration with software platforms; Challenges with operational scalability of hardware solutions; Absence of advanced incident management processes,Hardware-heavy focus without substantive software operations; No public APIs or developer documentation present; Lack of evidence for production-critical software needs,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://basiliskrobotics.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://basiliskrobotics.com,https://basiliskrobotics.com,https://basiliskrobotics.com,https://basiliskrobotics.com,,https://basiliskrobotics.com
38,juicyev-com,Juicy EV,https://www.juicyev.com,cmu,40,medium,premium,skip,,,,"Juicy EV's solution addresses charger immobility and availability issues, crucial for efficient energy distribution.",Primarily a hardware company with no significant software platform or integration focus.,Complexity in deploying and managing autonomous systems effectively.; High dependency on hardware efficiency for operational success.,Hardware/biotech with minimal software ops surface; Pre-launch with no product surface,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://juicyev.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://juicyev.com/,,,,,
39,talkmeup-co,TalkMeUp,https://talkmeup.co,cmu,40,high,premium,skip,,,How does TalkMeUp handle technical infrastructure and support for their AI-driven solution?,"AI-powered SaaS for workforce communication effectiveness coaching.; Has a science-backed, data-driven approach to communication training.",Lacks substantive API documentation.; No evidence of backend/platform/SRE hiring.; No mention of on-call or incident response language.,Need for effective communication coaching in a business context,lacks_api_docs; no_on_call_or_substantive_docs; not_hiring_backend_platform,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://talkmeup.co"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://talkmeup.co/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/about-us"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/company"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/docs"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://talkmeup.co/features"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/plans"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://talkmeup.co/team"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://talkmeup.co,https://talkmeup.co/careers,https://talkmeup.co/docs,https://talkmeup.co/status,,https://talkmeup.co/blog
40,sealionenergy-com,SeaLion Energy,https://sealionenergy.com,cmu,40,medium,premium,skip,,,,SeaLion Energy enhances battery performance by using protective technology.,The company is hardware-heavy without significant software operations surface.,Need for reliable battery performance solutions; Dealing with high rates of battery degradation and replacement,hardware-heavy; No software operational practices or API integrations,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://arpa-e.energy.gov/news-and-events/news-and-insights/us-department-energy-announces-13-projects-strengthen-domestic-battery-supply-chain"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://engineering.cmu.edu/news-events/news/2024/12/10-sealion-energy.html"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://sealionenergy.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://sealionenergy.com,,,,,
41,getkashikoi-com,Kashikoi,https://www.getkashikoi.com,cmu,38,medium,premium,strong_candidate,,,,"Simulation engine for AI benchmarking, potentially useful for understanding AI agent behaviors.",No substantive API documentation or integration capabilities that align with production-critical software applications.,Needs reliable AI evaluation tools that don't require complex setups; Requires ease of use for non-engineers in evaluating AI products,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org; Hardware/biotech with minimal software ops surface,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://blog.getkashikoi.com"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getkashikoi.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://www.getkashikoi.com,,,,,
42,sapioagents-com,Sapioagents,https://sapioagents.com,cmu,38,low,premium,strong_candidate,,,What are the main challenges you face when integrating new AI solutions into your workflow?,Company aligns with B2B focus offering AI/ML-enabled applications and enterprise software/SaaS.,"Has no deployed software product or tangible user interface.; Lacks public API documentation and on-call support, critical for integration efforts.",Need for a deployable AI solution for business intelligence,Pre-launch with no product going live; No on-call support availability; Lack of public API or integration capacity,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://sapioagents.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer. (fetch failed: [Errno 8] nodename nor servname provided, or not known)"", ""used_in_reasoning"": false}]",,,,,,
43,aquatonomy-com,"Aquatonomy, Inc.",https://www.aquatonomy.com,cmu,35,medium,premium,skip,,,,"The company utilizes AI for predictive maintenance, aligning with AI-driven tools.","Lacks evidence of APIs, on-call systems, or production-focused software infrastructure.; Predominantly hardware and AI focus rather than software infrastructure.",Complex underwater inspections hindered by lack of software integration tools; Challenges in adopting a comprehensive on-call solution due to hardware focus,hardware_heavy; no_on_call_or_substantive_docs,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://www.aquatonomy.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.aquatonomy.com/careers.html"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://www.aquatonomy.com/contact.html"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.aquatonomy.com/solution.html"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.aquatonomy.com/team.html"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}]",https://www.aquatonomy.com,https://www.aquatonomy.com/careers.html,,,,
44,viralmoment-com,"ViralMoment, Inc.",https://viralmoment.com,cmu,35,high,premium,strong_candidate,,,,ViralMoment analyzes social media content to provide consumer insights.,Absence of API documentation and production-critical software signals.,Need for actionable insights from social video trends; Demand for brand mentions tracking and measurement; Improvement in audience engagement analysis,Lacks production-critical software signals; No on-call or substantive API documentation,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://viralmoment.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://viralmoment.com/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}]",https://viralmoment.com,https://viralmoment.com/careers,,,,
45,secretdesires-ai,Secret Desires AI,https://secretdesires.ai,cmu,35,medium,premium,strong_candidate,,,,,The company lacks evidence of on-call responsibility or engagement in production-critical operations.; Absence of substantive API documentation and development signals.,Lack of operational robustness and industry-specific reliability standards.; No evidence of engagement in B2B integrations or API management.,Pure consumer app with no production complexity narrative,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://secretdesires.ai"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://secretdesires.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://secretdesires.ai/careers"", ""source_type"": ""careers"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://secretdesires.ai/docs"", ""source_type"": ""docs"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://secretdesires.ai/status"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}]",https://secretdesires.ai,https://secretdesires.ai/careers,https://secretdesires.ai/docs,https://secretdesires.ai/status,,https://secretdesires.ai/blog
46,metagigs-gg,Metagigs,https://www.metagigs.gg,cmu,35,medium,premium,strong_candidate,,,,"B2B platform enabling commerce in virtual worlds, suggesting some potential alignment with business infrastructure needs.","Lack of robust API, integration, and on-call documentation for production-critical reliability.; No evidence of hiring for backend or platform engineering roles, nor any mention of infrastructure support.",Need for robust API and developer documentation.; Challenges in ensuring reliable integration without a dedicated SRE team.,Pre-launch with no product surface indicates they are in early stages.; Pure consumer focus without a production complexity narrative.; No evidence of API documentation or backend hiring.,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://www.metagigs.gg"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://www.metagigs.gg,,,,,
47,justhaxit-framer-website,haX,https://justhaxit.framer.website,cmu,35,medium,premium,strong_candidate,,,,,Lack of substantial on-call or API documentation could lead to difficulties in adoption.; Pre-launch status may indicate uncertainties in efficacy and usability at launch.,Need for clear workflows in complex project management; Integration of AI in their operations may require performance documentation,Pre-launch with no product surface; No on-call or substantive docs,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://justhaxit.framer.website"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://justhaxit.framer.website,,,,,
48,conservationlabs-com,Conservation Labs,https://www.conservationlabs.com,cmu,35,medium,premium,strong_candidate,,,,Continuous monitoring of water use with alert features indicates some level of real-time data processing.,"Lack of API documentation and substantive developer support signals a poor fit for software-centric tools.; Primary focus on hardware solutions, not aligning with software platform requirements.",Lack of real-time data integration capabilities; Need for scalable software solutions over hardware,Hardware-heavy with minimal software operations surface; Lack of substantive API and developer documentation,false,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}, {""url"": ""https://conservationlabs.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}]",https://conservationlabs.com/,,,,,
49,get-penpal-com,Penpal AI,https://get-penpal.com,cmu,35,medium,premium,strong_candidate,,,,"Penpal AI is intended to enhance writing across various platforms like Gmail, Google Docs, and Microsoft Word.; The product leverages AI for personalized and integrated writing assistance.",The company is pre-launch with beta expected in Q2 2026.; The product lacks APIs and substantive documentation necessary for production integrations.,Potential need for rapid development and expansion before market launch.; Difficulty integrating with platforms lacking production support features.,Pre-launch with anticipated beta release in 2026; No functional presence in current production environments; Lack of production documentation or API integrations,true,"[{""url"": ""https://airtable.com/appoCn0JyaYH2Pbab/shrpqgg6AsoRH8JbD?jrprS=allRecords"", ""source_type"": ""seed_metadata"", ""why_important"": """", ""used_in_reasoning"": true}, {""url"": ""https://get-penpal.com"", ""source_type"": ""homepage"", ""why_important"": """", ""used_in_reasoning"": true}]",https://get-penpal.com,,,,,
