rank,company_id,company_name,website,source,final_score,confidence,final_stage,fit_label,best_contact_persona,personalized_hook,suggested_discovery_question,top_positive_signals,top_negative_signals,likely_pain_points,disqualifiers,manual_review_required,important_urls,homepage_url,careers_url,docs_url,status_url,github_url,blog_or_changelog_url
295,candid,Candid,,yc,58,medium,triage,maybe,,Candid's focus on streamlining healthcare billing processes presents an opportunity for solutions that enhance operational efficiency and reliability in their systems.,What challenges do you face in ensuring on-call reliability for your software operations?,; ; ; ; ,; ,Need for on-call reliability solutions in a healthcare billing context.; Improving API and integration capabilities for better operation efficiency.,,false,"[{""url"": ""https://jobs.ashbyhq.com/candidhealth/05085e52-174c-4d29-a31f-0e85970b8c55"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": true}, {""url"": ""https://jobs.ashbyhq.com/candidhealth/5d071b74-e14d-48f7-89f2-e8df03d5c8a1"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/candidhealth/9e0f5b29-7588-49f5-b072-3acf6a8256a4"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://jobs.ashbyhq.com/candidhealth/a5241118-9c6f-4693-8f3a-65576c226e52"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/candidhealth/df224a5e-a4bf-4a6d-b1f8-6d19b3d05d17"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/trycandid"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",,https://jobs.ashbyhq.com/candidhealth/9e0f5b29-7588-49f5-b072-3acf6a8256a4,,,,
296,trymaximal-com,Maximal,https://www.trymaximal.com,yc,58,high,triage,maybe,,,,; ; ,,Need for more effective logistics planning and dispatch; Challenges in asset utilization and revenue maximization in their fleet operations,no_on_call_or_substantive_docs,false,"[{""url"": ""https://www.trymaximal.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.trymaximal.com/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.trymaximal.com/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/maximal"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.trymaximal.com,https://www.trymaximal.com/careers,,,,
297,ironledger-ai,IronLedger.ai,https://ironledger.ai,yc,58,high,triage,maybe,,,,; ,,Handling accounting for landlords and real estate firms can be expensive due to hiring costs and industry staff shortages.,No on-call or substantive API/developer docs available.,false,"[{""url"": ""https://www.ironledger.ai/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.ironledger.ai/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ironledger.ai/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.ironledger.ai/blog/seed-announcement"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ironledger.ai/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ironledger.ai/tos"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/ironledger-ai"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/ironledger-ai/jobs/e381x9h-founding-software-engineer"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}]",https://www.ironledger.ai/,https://www.ycombinator.com/companies/ironledger-ai/jobs/e381x9h-founding-software-engineer,,,,https://www.ironledger.ai/blog
298,galenai-com,Galen AI,https://www.galenai.com,yc,58,high,triage,maybe,,,,; ; ; ; ,,Lack of API documentation; No clear production complexity narrative; Consumer-oriented service rather than a B2B production critical one; Absence of on-call or substantive developer documentation,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org; Hardware/biotech with minimal software ops surface,false,"[{""url"": ""https://jobs.ashbyhq.com/Hippocratic%20AI/e0fcafa9-0797-4d18-9d87-c9857cced283"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/arbiter-ai/ae298a17-73c8-4016-8d5f-0a0eff8c431c"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/fractional-ai/9e65b4ae-158e-43f0-a0df-7f3895254536"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/prosper-ai/d1f79995-3883-4e3f-8a85-fde5db2dc09e"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/yupp-ai/e51246b7-49b2-4c59-8a2c-8464852907f0"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.galenai.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.ycombinator.com/companies/galen-ai"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.galenai.com,https://jobs.ashbyhq.com/yupp-ai/e51246b7-49b2-4c59-8a2c-8464852907f0,,,,
299,percy-tech,Percival,https://percy.tech,yc,58,high,triage,maybe,,,,; ; ,; ,,missing API documentation; no on-call reliability language,false,"[{""url"": ""https://jobs.workable.com/view/mLh6YmnTpk4DBzqa689wyj/lab-equipment-maintenance-specialist---hydraulics-unit-(saudi-arabia)-in-jeddah-at-eram-talent"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.workable.com/view/sJvDVRo54J4a38UZdZj9iM/lab-equipment-maintenance-specialist---workshop-%26-hydraulics-(saudi-arabia)-in-karachi-at-eram-talent"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://percy.percivaltech.com/docs/installation"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://percy.tech"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://percy.tech/faq"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://percy.tech/hello"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/percival"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://percy.tech,https://jobs.workable.com/view/sJvDVRo54J4a38UZdZj9iM/lab-equipment-maintenance-specialist---workshop-%26-hydraulics-(saudi-arabia)-in-karachi-at-eram-talent,https://percy.percivaltech.com/docs/installation,,,
300,codefour-us,Code Four,https://codefour.us,yc,58,high,triage,maybe,,,,; ,; ; ; ,Need for clear API documentation for integrations with law enforcement systems.; Challenge in adapting to comprehensive on-call strategies without established systems.,hardware-heavy / minimal software ops; No on-call language or substantive developer docs present,false,"[{""url"": ""https://www.codefour.us/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.codefour.us/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.codefour.us/blog/why-code-four-exists"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.codefour.us/products/flash"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.codefour.us/products/insights"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.codefour.us/products/report"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.codefour.us/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.workatastartup.com/companies/code-four"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.ycombinator.com/companies/code-four"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.codefour.us/,https://www.workatastartup.com/companies/code-four,,,,https://www.codefour.us/blog/why-code-four-exists
301,wavedash-com,Wavedash,https://wavedash.com,yc,58,high,triage,maybe,,,,; ; ,; ; ,Lack of on-call capabilities may lead to challenges in incident management for production systems.; Insufficient alignment with B2B operational needs and standards.,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org,false,"[{""url"": ""https://docs.wavedash.com"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": true}, {""url"": ""https://github.com/wvdsh"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://wavedash.com/contact"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com/developers"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://wavedash.com/games/gearbox-symphony"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com/games/not-a-trolley-problem-jam"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com/games/save-me-commander"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com/jobs"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com/newsroom"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://wavedash.com/presskit"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/wavedash"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://wavedash.com,https://wavedash.com/games/save-me-commander,https://wavedash.com/developers,,,https://wavedash.com/newsroom
302,freesolo-co,Freesolo,https://freesolo.co,yc,58,high,triage,maybe,,,,; ,; ; ,Lack of structured support for incident response in production environments.; Inability to provide clear developer engagement through APIs or integrations.,Lacks substantive API/developer documentation.; Not clear if they meet the criteria due to minimal developer engagement.,false,"[{""url"": ""https://freesolo.co"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://freesolo.co/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://freesolo.co/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://github.com/freesolo-co"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/freesolo"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://freesolo.co,https://freesolo.co,,,,
303,amika-dev,Amika,https://www.amika.dev,yc,58,high,triage,maybe,,,,; ; ; ,,"Being in beta limits full service offerings and feature maturity, which may affect customer readiness.; Potential users may be concerned about the lack of proven reliability and stability due to the current beta status.",Pre-launch with no product surface.,false,"[{""url"": ""https://docs.amika.dev"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://github.com/gofixpoint/amika"", ""source_type"": ""github"", ""why_important"": ""Technical footprint and engineering culture."", ""used_in_reasoning"": false}, {""url"": ""https://www.amika.dev"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.amika.dev/changelog"", ""source_type"": ""changelog"", ""why_important"": ""Release discipline and operational change signals."", ""used_in_reasoning"": false}, {""url"": ""https://www.amika.dev/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.amika.dev/privacy"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.amika.dev/terms"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/amika"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://www.amika.dev,https://docs.amika.dev,https://docs.amika.dev,,https://github.com/gofixpoint/amika,https://www.amika.dev/changelog
304,spurtest-com,Spur,https://www.spurtest.com,yc,58,high,triage,maybe,CTO or Technical Co-founder,Explore how Spur's AI can streamline your QA processes.,What challenges are you experiencing with your current QA practices that you believe AI could solve?,,; ,Lack of API integration could hinder partnerships and integrations with other services.; Insufficient documentation may complicate user onboarding and adoption.,Lack of public API docs and integrations; Not enough on-call or reliability language in public materials,false,"[{""url"": ""https://hubs.ly/Q045pGrj0"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://status.spurtest.com"", ""source_type"": ""status"", ""why_important"": ""Indicates production uptime monitoring."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/agents/ai-feature-testing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/blog/agentic-qa-ecommerce"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/bug-book/multiple-ui-ux-inconsistencies-on-international-pricing-page"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/bug-book/subscription-plan-displays-raw-template-text"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/careers"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.spurtest.com/resources/buyers-guide?utm_campaign=39558307-Buyers%20Guide%20Launch%202026&utm_source=Website&utm_medium=banner%20ad&utm_content=banner-ad-the-buyers-guide-to-ecommerce-qa"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.spurtest.com/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/spur"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": true}]",https://www.spurtest.com,https://www.spurtest.com/careers,,https://status.spurtest.com,,https://hubs.ly/Q045pGrj0
305,mypraxos-com,Praxos,https://mypraxos.com,yc,58,high,triage,maybe,,,,; ; ,,Need for integration with existing enterprise tools and workflows; Potential reliance on consumer-focused elements that may not align with B2B production environments; Absence of dedicated reliability or back-end engineering capabilities,Pre-launch with no product surface; Pure consumer app with no production complexity narrative; Mature enterprise with large dedicated SRE/reliability org,false,"[{""url"": ""https://docs.mypraxos.com/"", ""source_type"": ""docs"", ""why_important"": ""Shows public API/integration/developer surface."", ""used_in_reasoning"": true}, {""url"": ""https://docs.mypraxos.com/guides/use-cases"", ""source_type"": ""careers"", ""why_important"": ""Contains hiring/on-call/reliability signals."", ""used_in_reasoning"": true}, {""url"": ""https://www.mypraxos.com/"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.mypraxos.com/about"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.mypraxos.com/blog"", ""source_type"": ""blog"", ""why_important"": ""Product updates and engineering narrative."", ""used_in_reasoning"": false}, {""url"": ""https://www.mypraxos.com/legal/terms-of-service"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.mypraxos.com/pricing"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/praxos"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.mypraxos.com/,https://docs.mypraxos.com/guides/use-cases,https://docs.mypraxos.com/,,,https://www.mypraxos.com/blog
306,getcodeshealth-com,Codes Health,https://www.getcodeshealth.com,yc,58,medium,triage,maybe,,,,; ; ,,Challenges in efficient medical record retrieval for legal cases.; Delays impacting legal case timelines.,Lacks on-call language or substantive developer docs.; No clear public API or webhooks available.,false,"[{""url"": ""http://job-boards.greenhouse.io/capitalrx/jobs/5173574008"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""http://job-boards.greenhouse.io/centrumhealth/jobs/5994482004"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""http://job-boards.greenhouse.io/mcghealth/jobs/8519952002"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""http://job-boards.greenhouse.io/midihealth/jobs/4681167005"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://boards.greenhouse.io/luminishealth/jobs/5202484008"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://getcodeshealth.com/blogs/automated-medical-workflows-statistics?ref=examples.tely.ai"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/codes-health/20e29654-7d45-4be5-83df-2d0ed8988c77"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/codes-health/28298c37-8b12-4c96-8387-4cf4fd18f115"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/codes-health/28298c37-8b12-4c96-8387-4cf4fd18f115/application"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/codes-health/ec79af03-bbd8-4575-93ed-958284e6fa0f"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.ashbyhq.com/codes-health?utm_source=topstartups.io"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.lever.co/gravie/16c9f334-9057-45bb-93ad-8a9f05ec602f"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.lever.co/hint/d1d95df7-3afc-4bd7-bc05-b78fdcd4ed37"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.lever.co/vida/c04c3a7c-3a21-4d07-8110-6799220344fa"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.lever.co/whoop/7470d286-69dd-4ed9-9931-186d8d4b91ae"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.workable.com/view/5kVa2zMYkv1Qag92jriEvQ/health-information-manager-(medical-records)---snf-in-torrance-at-sunnyside-nursing-and-post-acute-care"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.workable.com/view/8PoHWoFTLRu5n7fhGTsp96/remote-senior-software-engineer-(ai-native)---healthcare-platform-in-mumbai-at-zenara-health"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.workable.com/view/rPaZvkzAcfz6Xqm9r8JBir/part-time-health-information-management-(him)-technician-in-sacramento-at-northern-california-behavioral-health-system"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.workable.com/view/u6pWD8WgiNw5qHAZibrgjA/provider-operations-coordinator-in-vancouver-at-total-life%2C-inc."", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://jobs.workable.com/view/vqMXVP9QUKiE2JcsNH9Mru/hybrid-billing-auditor-in-carlsbad-at-pacific-health-group"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com"", ""source_type"": ""homepage"", ""why_important"": ""Explains core product and target customer."", ""used_in_reasoning"": true}, {""url"": ""https://www.getcodeshealth.com/blog"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/best-athenahealth-alternatives"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/best-ciox-health-alternatives"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/best-epic-systems-alternatives"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/best-sharecare-alternatives"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/essential-steps-and-contacts-for-medical-records"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/list-of-pi-law-firms-alaska"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/medical-records-hospitals-connecticut"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/medical-records-hospitals-georgia"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/blogs/pi-law-firms-in-nebraska"", ""source_type"": ""search_result"", ""why_important"": ""Discovered via web search fallback."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/health"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/states/alabama"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/states/alaska"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/states/arizona"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/states/arkansas"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.getcodeshealth.com/states/atlanta"", ""source_type"": ""fallback_page"", ""why_important"": ""Fetched from search result for additional context."", ""used_in_reasoning"": false}, {""url"": ""https://www.ycombinator.com/companies/codes-health"", ""source_type"": ""seed_metadata"", ""why_important"": ""Source list metadata (YC/CMU)."", ""used_in_reasoning"": false}]",https://www.getcodeshealth.com,,,,,
